lastSalePrice,lastSaleDate,sales_id
0.0,2009-03-02T00:00:00.000Z,1
0.0,Not available,2
1230000.0,2019-09-03T00:00:00.000Z,3
480000.0,2018-10-22T00:00:00.000Z,4
357515.0,2023-12-15T00:00:00.000Z,5
90000.0,1992-01-09T00:00:00.000Z,6
378300.0,2022-06-23T00:00:00.000Z,7
189488.0,2012-10-01T00:00:00.000Z,8
0.0,2011-01-18T00:00:00.000Z,9
0.0,2023-11-14T00:00:00.000Z,10
526000.0,2021-10-05T00:00:00.000Z,11
259000.0,2004-06-01T00:00:00.000Z,12
236500.0,2020-02-04T00:00:00.000Z,13
245000.0,2013-11-26T00:00:00.000Z,14
0.0,2016-03-10T00:00:00.000Z,15
63000.0,1988-12-19T00:00:00.000Z,16
64900.0,1996-02-26T00:00:00.000Z,17
270000.0,2019-08-05T00:00:00.000Z,18
0.0,2021-12-08T00:00:00.000Z,19
216000.0,2022-10-27T00:00:00.000Z,20
165000.0,2022-03-08T00:00:00.000Z,21
175000.0,2021-10-27T00:00:00.000Z,22
400000.0,2008-08-01T00:00:00.000Z,23
270000.0,1986-05-09T00:00:00.000Z,24
380000.0,2020-07-07T00:00:00.000Z,25
125715.0,1997-06-26T00:00:00.000Z,26
33000.0,2013-07-03T00:00:00.000Z,27
83000.0,2020-08-05T00:00:00.000Z,28
0.0,2022-05-12T00:00:00.000Z,29
0.0,2006-08-14T00:00:00.000Z,30
255000.0,1991-08-06T00:00:00.000Z,31
0.0,2008-09-11T00:00:00.000Z,32
35000.0,2019-12-20T00:00:00.000Z,33
0.0,2021-05-25T00:00:00.000Z,34
0.0,2021-11-02T00:00:00.000Z,35
255000.0,2021-12-08T00:00:00.000Z,36
175900.0,2014-07-11T00:00:00.000Z,37
340000.0,2017-01-13T00:00:00.000Z,38
275000.0,2021-04-20T00:00:00.000Z,39
0.0,2019-02-05T00:00:00.000Z,40
0.0,2017-10-25T00:00:00.000Z,41
272000.0,2022-06-27T00:00:00.000Z,42
390000.0,2017-08-11T00:00:00.000Z,43
825000.0,2016-08-01T00:00:00.000Z,44
66000.0,2002-02-01T00:00:00.000Z,45
425000.0,2021-10-14T00:00:00.000Z,46
415000.0,2019-06-27T00:00:00.000Z,47
175000.0,2013-04-12T00:00:00.000Z,48
135000.0,2021-05-20T00:00:00.000Z,49
358310.0,2023-06-16T00:00:00.000Z,50
1520000.0,2022-08-11T00:00:00.000Z,51
75000.0,2007-01-24T00:00:00.000Z,52
69000.0,1998-01-01T00:00:00.000Z,53
159900.0,2004-09-15T00:00:00.000Z,54
119400.0,2020-11-25T00:00:00.000Z,55
312000.0,2020-11-19T00:00:00.000Z,56
357000.0,2001-06-22T00:00:00.000Z,57
132100.0,2014-09-09T00:00:00.000Z,58
676500.0,1989-08-31T00:00:00.000Z,59
124000.0,2009-01-20T00:00:00.000Z,60
579384.0,2013-11-26T00:00:00.000Z,61
0.0,1998-05-06T00:00:00.000Z,62
161000.0,1996-02-29T00:00:00.000Z,63
119000.0,2006-09-14T00:00:00.000Z,64
290000.0,2019-10-16T00:00:00.000Z,65
128000.0,2014-06-02T00:00:00.000Z,66
52000.0,2008-12-08T00:00:00.000Z,67
280000.0,2021-02-12T00:00:00.000Z,68
565000.0,2015-09-01T00:00:00.000Z,69
