id,sales_id,feature_id,location_id,bedrooms,squareFootage,bathrooms,lotSize,lastSalePrice,lastSaleDate,longitude,latitude
4716798672,135,156,226,3.0,1369.0,2.0,10799.0,210000.0,2017-04-21T00:00:00.000Z,-71.362714,41.802764
4716799056,136,157,227,0.0,0.0,0.0,4356.0,341800.0,2022-05-12T00:00:00.000Z,-81.246317,28.224976
4716799248,2,5,228,0.0,0.0,0.0,0.0,0.0,Not available,-82.131425,29.185467
4716799536,2,158,229,3.0,1290.0,1.0,7000.0,0.0,Not available,-106.310011,42.843624
4716799920,137,159,230,2.0,808.0,2.0,7884.0,279000.0,2018-10-02T00:00:00.000Z,-104.769177,39.690993
4716800112,2,24,231,3.0,1651.0,2.5,0.0,0.0,Not available,-106.62283,35.165292
4716800304,138,160,232,3.0,973.0,1.0,10324.0,145000.0,2018-08-03T00:00:00.000Z,-80.066905,26.666189
4716800688,139,161,233,4.0,3531.0,3.0,13939.0,170000.0,2013-01-23T00:00:00.000Z,-80.594656,28.022846
4716801072,140,162,234,4.0,2826.0,6.0,11326.0,1400000.0,2021-01-22T00:00:00.000Z,-80.887378,32.207486
4716801552,141,163,235,4.0,2715.0,2.5,12500.0,1180000.0,2000-05-01T00:00:00.000Z,-122.066636,37.316001
4716801744,142,24,236,3.0,1862.0,2.0,27878.0,134000.0,2022-06-16T00:00:00.000Z,-85.531003,34.756983
4716801936,2,5,237,0.0,0.0,0.0,0.0,0.0,Not available,-80.339205,41.021488
4716884112,2,35,238,0.0,0.0,0.0,6140653.0,0.0,Not available,-87.47872588,35.74923988
4716884592,143,164,239,5.0,3683.0,5.0,4375.0,295000.0,2011-01-12T00:00:00.000Z,-87.835795,41.952362
4716884976,144,165,240,4.0,1896.0,2.0,7997.0,210000.0,2017-08-01T00:00:00.000Z,-71.778407,42.266342
4716885456,145,166,241,3.0,1800.0,1.0,3049.0,25400.0,1978-02-01T00:00:00.000Z,-75.533686,39.759907
4716885840,146,167,242,5.0,3842.0,4.5,9409.0,0.0,2013-12-05T00:00:00.000Z,-98.508186,29.668034
4716886320,147,168,243,5.0,3238.0,3.0,6098.0,0.0,2020-11-13T00:00:00.000Z,-96.895932,33.186453
4716886704,148,169,244,2.0,1435.0,2.0,7623.0,29566.0,1981-08-21T00:00:00.000Z,-89.983889,35.102431
4716887088,149,170,245,3.0,1855.0,2.0,7345.0,398003.0,2019-01-16T00:00:00.000Z,-118.15879,34.595236
4716922800,150,171,246,3.0,2184.0,2.5,459994.0,70000.0,2009-12-31T00:00:00.000Z,-70.374793,43.957125
4716887664,151,172,247,4.0,1914.0,2.0,4800.0,320000.0,2021-09-24T00:00:00.000Z,-82.32238,27.714612
4716961936,2,173,248,0.0,1024.0,1.0,12240.0,0.0,Not available,-87.352758,46.495509
4716962416,152,174,249,0.0,896.0,0.0,5001.0,0.0,2012-02-14T00:00:00.000Z,-97.442325,25.881556
4716962800,153,175,250,3.0,1060.0,2.0,10890.0,8000.0,2011-11-10T00:00:00.000Z,-80.183206,36.075066
4716963280,154,176,251,2.0,1991.0,2.0,18000.0,166000.0,2020-10-06T00:00:00.000Z,-82.651932,34.523926
4716963568,155,177,252,4.0,1968.0,2.0,10649.0,0.0,2020-11-17T00:00:00.000Z,-149.767608,61.194164
4716963856,2,178,253,3.0,2414.0,2.0,6752.0,0.0,Not available,-97.568232,35.493811
4716964240,156,179,254,0.0,1952.0,2.0,6000.0,187870.0,2016-07-26T00:00:00.000Z,-82.660777,28.371488
